HCP_ID,Name,Specialty,Region,Prescribing_Trend,Research_Involvement,Engagement_Score
HCP00436,HCP_Name_436,Cardiology,Central,Medium,Yes,Medium
HCP00437,HCP_Name_437,Oncology,North,Low,Yes,Low
HCP00438,HCP_Name_438,Neurology,Central,Medium,No,Medium
HCP00439,HCP_Name_439,Neurology,North,Low,No,High
HCP00440,HCP_Name_440,Pediatrics,West,Medium,No,Medium
HCP00441,HCP_Name_441,Cardiology,Central,Low,No,Low
HCP00442,HCP_Name_442,Cardiology,Central,Low,No,Low
HCP00443,HCP_Name_443,General Practice,Central,High,Yes,High
HCP00444,HCP_Name_444,Dermatology,West,Low,No,Medium
HCP00445,HCP_Name_445,General Practice,Central,Low,Yes,Medium
HCP00446,HCP_Name_446,Pediatrics,East,Medium,Yes,Low
HCP00447,HCP_Name_447,Pediatrics,South,High,Yes,Medium
HCP00448,HCP_Name_448,Oncology,South,Low,No,Medium
HCP00449,HCP_Name_449,Pediatrics,East,Low,No,High
HCP00450,HCP_Name_450,Dermatology,South,Low,Yes,High
HCP00451,HCP_Name_451,Dermatology,East,Low,No,Low
HCP00452,HCP_Name_452,Dermatology,East,Medium,Yes,High
HCP00453,HCP_Name_453,General Practice,Central,Medium,No,Low
HCP00454,HCP_Name_454,Oncology,North,Low,No,Low
HCP00455,HCP_Name_455,Cardiology,East,Medium,No,Low
HCP00456,HCP_Name_456,Neurology,South,High,No,Low
HCP00457,HCP_Name_457,Pediatrics,Central,High,Yes,Medium
HCP00458,HCP_Name_458,Cardiology,North,Medium,No,Low
HCP00459,HCP_Name_459,Neurology,East,Medium,No,Low
HCP00460,HCP_Name_460,Cardiology,South,Medium,No,High
HCP00461,HCP_Name_461,General Practice,North,High,Yes,Low
HCP00462,HCP_Name_462,General Practice,Central,High,No,Medium
HCP00463,HCP_Name_463,Pediatrics,North,Low,Yes,Low
HCP00464,HCP_Name_464,Oncology,North,Medium,Yes,High
HCP00465,HCP_Name_465,Neurology,North,Medium,No,Low
HCP00466,HCP_Name_466,Neurology,South,High,Yes,Low
HCP00467,HCP_Name_467,Neurology,South,Medium,No,Low
HCP00468,HCP_Name_468,General Practice,Central,Low,Yes,High
HCP00469,HCP_Name_469,Oncology,North,Medium,No,Medium
HCP00470,HCP_Name_470,Cardiology,Central,High,No,Low
HCP00471,HCP_Name_471,Neurology,East,Low,Yes,Low
HCP00472,HCP_Name_472,Pediatrics,Central,High,Yes,Low
HCP00473,HCP_Name_473,Dermatology,South,Low,Yes,High
HCP00474,HCP_Name_474,Oncology,North,Medium,No,High
HCP00475,HCP_Name_475,Cardiology,Central,High,Yes,High
HCP00476,HCP_Name_476,Dermatology,Central,Medium,Yes,Medium
HCP00477,HCP_Name_477,General Practice,North,Low,No,Medium
HCP00478,HCP_Name_478,General Practice,North,Low,Yes,Medium
HCP00479,HCP_Name_479,Neurology,Central,Low,No,High
HCP00480,HCP_Name_480,Dermatology,West,High,No,High
HCP00481,HCP_Name_481,Dermatology,South,Medium,No,Medium
HCP00482,HCP_Name_482,General Practice,East,Medium,No,High
HCP00483,HCP_Name_483,Pediatrics,West,High,Yes,Medium
HCP00484,HCP_Name_484,General Practice,Central,Low,Yes,High
HCP00485,HCP_Name_485,Dermatology,South,Low,No,High
HCP00486,HCP_Name_486,Pediatrics,Central,Medium,No,Medium
HCP00487,HCP_Name_487,Oncology,North,Medium,Yes,High
HCP00488,HCP_Name_488,Pediatrics,South,Low,No,Low
HCP00489,HCP_Name_489,Oncology,Central,Medium,Yes,Medium
HCP00490,HCP_Name_490,Dermatology,North,High,Yes,High
HCP00491,HCP_Name_491,Dermatology,North,Medium,Yes,Low
HCP00492,HCP_Name_492,Neurology,North,Medium,No,Medium
HCP00493,HCP_Name_493,Dermatology,East,High,No,Medium
HCP00494,HCP_Name_494,Neurology,East,High,Yes,High
HCP00495,HCP_Name_495,Cardiology,East,Low,No,High
HCP00496,HCP_Name_496,General Practice,Central,Medium,Yes,Medium
HCP00497,HCP_Name_497,Oncology,South,High,No,Low
HCP00498,HCP_Name_498,Dermatology,Central,High,Yes,Low
HCP00499,HCP_Name_499,Cardiology,West,Low,Yes,Medium
HCP00500,HCP_Name_500,General Practice,North,High,Yes,Low
HCP00501,HCP_Name_501,Pediatrics,South,Medium,Yes,Medium
HCP00502,HCP_Name_502,Neurology,South,Low,No,High
HCP00503,HCP_Name_503,Neurology,West,Low,No,Low
HCP00504,HCP_Name_504,Pediatrics,Central,High,Yes,High
HCP00505,HCP_Name_505,Pediatrics,Central,Medium,Yes,High
HCP00506,HCP_Name_506,Neurology,Central,Medium,No,Medium
HCP00507,HCP_Name_507,General Practice,East,High,No,Medium
HCP00508,HCP_Name_508,Dermatology,South,Low,Yes,Low
HCP00509,HCP_Name_509,Neurology,East,Medium,Yes,Medium
HCP00510,HCP_Name_510,General Practice,North,High,Yes,Medium
HCP00511,HCP_Name_511,General Practice,Central,Medium,Yes,Medium
HCP00512,HCP_Name_512,Pediatrics,Central,High,No,Low
HCP00513,HCP_Name_513,Oncology,Central,Low,Yes,Medium
HCP00514,HCP_Name_514,Pediatrics,East,Medium,No,Medium
HCP00515,HCP_Name_515,Dermatology,North,Low,Yes,High
HCP00516,HCP_Name_516,Oncology,West,Medium,Yes,High
HCP00517,HCP_Name_517,Dermatology,South,Medium,Yes,High
HCP00518,HCP_Name_518,General Practice,North,High,No,Low
HCP00519,HCP_Name_519,Neurology,Central,Medium,No,High
HCP00520,HCP_Name_520,Dermatology,West,Medium,Yes,High
HCP00521,HCP_Name_521,Oncology,Central,High,No,High
HCP00522,HCP_Name_522,Pediatrics,South,Low,No,High
HCP00523,HCP_Name_523,Dermatology,South,Low,Yes,Medium
HCP00524,HCP_Name_524,Neurology,East,Low,Yes,Low
HCP00525,HCP_Name_525,Cardiology,Central,Low,Yes,High
HCP00526,HCP_Name_526,Oncology,East,Medium,Yes,Low
HCP00527,HCP_Name_527,Cardiology,West,Medium,No,High
HCP00528,HCP_Name_528,Neurology,West,Low,Yes,Low
HCP00529,HCP_Name_529,Pediatrics,North,High,No,High
HCP00530,HCP_Name_530,Dermatology,West,Low,No,Medium
HCP00531,HCP_Name_531,Dermatology,South,Low,No,Low
HCP00532,HCP_Name_532,Neurology,West,Low,Yes,High
HCP00533,HCP_Name_533,Neurology,East,Medium,Yes,Medium
HCP00534,HCP_Name_534,Dermatology,Central,Medium,No,Low
HCP00535,HCP_Name_535,Dermatology,East,Medium,No,Low
HCP00536,HCP_Name_536,Cardiology,East,High,Yes,Medium
HCP00537,HCP_Name_537,Oncology,North,Medium,Yes,Low
HCP00538,HCP_Name_538,General Practice,Central,Medium,No,Medium
HCP00539,HCP_Name_539,Cardiology,South,Low,No,Low
HCP00540,HCP_Name_540,General Practice,West,High,No,Low
HCP00541,HCP_Name_541,General Practice,North,Medium,No,High
HCP00542,HCP_Name_542,Oncology,East,Low,No,High
HCP00543,HCP_Name_543,General Practice,South,Low,No,Low
HCP00544,HCP_Name_544,Neurology,South,Low,Yes,Low
HCP00545,HCP_Name_545,General Practice,Central,Medium,Yes,High
HCP00546,HCP_Name_546,Oncology,West,High,Yes,High
HCP00547,HCP_Name_547,Neurology,West,Medium,No,Medium
HCP00548,HCP_Name_548,Oncology,North,Low,No,High
HCP00549,HCP_Name_549,Neurology,Central,Low,Yes,Medium
HCP00550,HCP_Name_550,Cardiology,North,High,No,High
HCP00551,HCP_Name_551,Oncology,West,Low,No,Medium
HCP00552,HCP_Name_552,Cardiology,East,Low,No,Medium
HCP00553,HCP_Name_553,Oncology,East,Medium,Yes,Medium
HCP00554,HCP_Name_554,Dermatology,West,Low,Yes,High
HCP00555,HCP_Name_555,General Practice,North,Medium,Yes,Low
HCP00556,HCP_Name_556,Oncology,South,High,No,High
HCP00557,HCP_Name_557,Dermatology,East,Medium,No,Low
HCP00558,HCP_Name_558,Pediatrics,South,High,Yes,Low
HCP00559,HCP_Name_559,Pediatrics,North,Medium,Yes,Medium
HCP00560,HCP_Name_560,Neurology,South,High,Yes,High
HCP00561,HCP_Name_561,Neurology,East,Medium,Yes,Medium
HCP00562,HCP_Name_562,Oncology,South,Low,Yes,Low
HCP00563,HCP_Name_563,General Practice,North,Low,No,Low
HCP00564,HCP_Name_564,Oncology,South,Medium,No,High
HCP00565,HCP_Name_565,Neurology,East,Low,Yes,Low
HCP00566,HCP_Name_566,Pediatrics,East,Medium,Yes,Medium
HCP00567,HCP_Name_567,Oncology,Central,Low,Yes,Medium
HCP00568,HCP_Name_568,Dermatology,South,Medium,Yes,Medium
HCP00569,HCP_Name_569,General Practice,East,Low,Yes,Low
HCP00570,HCP_Name_570,Dermatology,South,Low,No,Low
HCP00571,HCP_Name_571,Neurology,East,Medium,No,Medium
HCP00572,HCP_Name_572,Cardiology,Central,Low,Yes,Medium
HCP00573,HCP_Name_573,Pediatrics,South,Medium,Yes,Low
HCP00574,HCP_Name_574,Dermatology,West,Medium,Yes,High
HCP00575,HCP_Name_575,Pediatrics,East,Low,Yes,Low
HCP00576,HCP_Name_576,Oncology,East,High,Yes,Medium
HCP00577,HCP_Name_577,Pediatrics,Central,High,No,Low
HCP00578,HCP_Name_578,Neurology,South,Low,No,Low
HCP00579,HCP_Name_579,Dermatology,Central,High,Yes,Medium
HCP00580,HCP_Name_580,Dermatology,North,Medium,No,Low
HCP00581,HCP_Name_581,General Practice,South,High,No,Low
HCP00582,HCP_Name_582,Neurology,East,Low,No,High
HCP00583,HCP_Name_583,Dermatology,Central,Low,Yes,Low
HCP00584,HCP_Name_584,Neurology,North,High,Yes,Medium
HCP00585,HCP_Name_585,Pediatrics,North,Low,No,Low
HCP00586,HCP_Name_586,Oncology,East,Low,No,Medium
HCP00587,HCP_Name_587,General Practice,South,Low,No,Medium
HCP00588,HCP_Name_588,Oncology,East,Medium,Yes,Low
HCP00589,HCP_Name_589,General Practice,Central,Medium,Yes,Low
HCP00590,HCP_Name_590,Neurology,North,High,Yes,Low
HCP00591,HCP_Name_591,Oncology,West,Low,No,Low
HCP00592,HCP_Name_592,Neurology,North,Medium,No,Medium
HCP00593,HCP_Name_593,General Practice,West,Low,No,Low
HCP00594,HCP_Name_594,General Practice,South,Medium,Yes,Medium
HCP00595,HCP_Name_595,Pediatrics,North,Low,No,High
HCP00596,HCP_Name_596,Oncology,West,Medium,Yes,High
HCP00597,HCP_Name_597,General Practice,Central,Low,No,High
HCP00598,HCP_Name_598,Neurology,Central,High,Yes,Low
HCP00599,HCP_Name_599,Oncology,East,High,Yes,Low
HCP00600,HCP_Name_600,Cardiology,South,Medium,No,Medium
HCP00601,HCP_Name_601,Neurology,Central,Medium,No,Low
HCP00602,HCP_Name_602,Oncology,Central,Low,Yes,High
HCP00603,HCP_Name_603,Cardiology,East,Medium,No,Medium
HCP00604,HCP_Name_604,Oncology,East,High,No,Low
HCP00605,HCP_Name_605,General Practice,East,Low,No,High
HCP00606,HCP_Name_606,Cardiology,East,Medium,No,Medium
HCP00607,HCP_Name_607,General Practice,West,Low,No,High
HCP00608,HCP_Name_608,Oncology,North,High,Yes,Low
HCP00609,HCP_Name_609,Dermatology,West,High,No,Medium
HCP00610,HCP_Name_610,General Practice,North,Medium,No,Low
HCP00611,HCP_Name_611,Pediatrics,Central,Low,No,Medium
HCP00612,HCP_Name_612,Oncology,East,High,Yes,Medium
HCP00613,HCP_Name_613,Neurology,Central,High,Yes,Medium
HCP00614,HCP_Name_614,Pediatrics,West,Low,No,Medium
HCP00615,HCP_Name_615,Pediatrics,West,High,Yes,Medium
HCP00616,HCP_Name_616,General Practice,East,Low,No,High
HCP00617,HCP_Name_617,Dermatology,West,High,No,Low
HCP00618,HCP_Name_618,General Practice,Central,Medium,Yes,Low
HCP00619,HCP_Name_619,Neurology,North,High,No,Low
HCP00620,HCP_Name_620,Oncology,Central,Low,Yes,High
HCP00621,HCP_Name_621,Pediatrics,Central,High,Yes,Medium
HCP00622,HCP_Name_622,Neurology,West,Low,Yes,Medium
HCP00623,HCP_Name_623,Pediatrics,East,Medium,No,High
HCP00624,HCP_Name_624,General Practice,Central,Medium,No,Low
HCP00625,HCP_Name_625,Oncology,West,Low,No,High
HCP00626,HCP_Name_626,Pediatrics,East,High,Yes,High
HCP00627,HCP_Name_627,Oncology,West,High,Yes,Low
HCP00628,HCP_Name_628,Oncology,East,High,No,Medium
HCP00629,HCP_Name_629,Dermatology,Central,High,No,High
HCP00630,HCP_Name_630,Neurology,East,Medium,No,Low
HCP00631,HCP_Name_631,Neurology,West,Medium,No,Medium
HCP00632,HCP_Name_632,Pediatrics,East,Medium,No,Low
HCP00633,HCP_Name_633,Pediatrics,Central,Medium,No,Medium
HCP00634,HCP_Name_634,Cardiology,East,Low,No,Low
HCP00635,HCP_Name_635,Dermatology,North,Low,No,Low
HCP00636,HCP_Name_636,Cardiology,South,Low,Yes,High
HCP00637,HCP_Name_637,General Practice,North,High,Yes,Medium
HCP00638,HCP_Name_638,General Practice,North,High,Yes,Medium
HCP00639,HCP_Name_639,Oncology,West,Medium,No,Medium
HCP00640,HCP_Name_640,Dermatology,East,High,Yes,Medium
HCP00641,HCP_Name_641,Oncology,North,Medium,Yes,Low
HCP00642,HCP_Name_642,Neurology,North,Low,Yes,Low
HCP00643,HCP_Name_643,General Practice,North,High,No,Medium
HCP00644,HCP_Name_644,Pediatrics,East,Medium,Yes,High
HCP00645,HCP_Name_645,Dermatology,North,Low,Yes,Low
HCP00646,HCP_Name_646,General Practice,West,High,No,Low
HCP00647,HCP_Name_647,Pediatrics,West,Medium,No,High
HCP00648,HCP_Name_648,Neurology,Central,High,No,Low
HCP00649,HCP_Name_649,General Practice,Central,High,No,High
HCP00650,HCP_Name_650,Neurology,Central,High,No,High
HCP00651,HCP_Name_651,Neurology,South,Medium,No,High
HCP00652,HCP_Name_652,General Practice,West,Low,No,Low
HCP00653,HCP_Name_653,Cardiology,East,Medium,No,Low
HCP00654,HCP_Name_654,Dermatology,Central,Medium,No,Low
HCP00655,HCP_Name_655,Neurology,East,Medium,No,High
HCP00656,HCP_Name_656,Neurology,West,Medium,Yes,Low
HCP00657,HCP_Name_657,Oncology,North,Low,No,Medium
HCP00658,HCP_Name_658,Oncology,West,Low,No,Low
HCP00659,HCP_Name_659,Dermatology,Central,High,Yes,Medium
HCP00660,HCP_Name_660,Cardiology,South,High,No,High
HCP00661,HCP_Name_661,Oncology,East,Low,Yes,Medium
HCP00662,HCP_Name_662,General Practice,West,Low,Yes,Low
HCP00663,HCP_Name_663,Oncology,West,High,Yes,Medium
HCP00664,HCP_Name_664,Oncology,East,Medium,Yes,Low
HCP00665,HCP_Name_665,Dermatology,South,Low,Yes,Medium
HCP00666,HCP_Name_666,Neurology,East,Low,No,High
HCP00667,HCP_Name_667,General Practice,North,High,Yes,Medium
HCP00668,HCP_Name_668,Cardiology,Central,Medium,Yes,Low
HCP00669,HCP_Name_669,Dermatology,East,Low,Yes,Medium
HCP00670,HCP_Name_670,Cardiology,West,High,Yes,Medium
HCP00671,HCP_Name_671,Pediatrics,North,Medium,Yes,High
HCP00672,HCP_Name_672,Neurology,North,Low,Yes,High
HCP00673,HCP_Name_673,Cardiology,West,High,Yes,Medium
HCP00674,HCP_Name_674,Cardiology,North,Medium,Yes,Low
HCP00675,HCP_Name_675,Neurology,North,Low,Yes,Medium
HCP00676,HCP_Name_676,Oncology,Central,High,Yes,Medium
HCP00677,HCP_Name_677,Pediatrics,North,Low,Yes,Low
HCP00678,HCP_Name_678,Oncology,North,High,No,Medium
HCP00679,HCP_Name_679,Dermatology,Central,Medium,Yes,Medium
HCP00680,HCP_Name_680,Dermatology,North,Low,No,Low
HCP00681,HCP_Name_681,Neurology,East,Low,Yes,Low
HCP00682,HCP_Name_682,General Practice,South,Low,No,Low
HCP00683,HCP_Name_683,Pediatrics,North,Medium,Yes,Medium
HCP00684,HCP_Name_684,Dermatology,South,Low,Yes,Medium
HCP00685,HCP_Name_685,Dermatology,West,Medium,No,Low
HCP00686,HCP_Name_686,Cardiology,North,High,No,High
HCP00687,HCP_Name_687,Dermatology,West,Medium,No,High
HCP00688,HCP_Name_688,Oncology,South,High,No,High
HCP00689,HCP_Name_689,Neurology,North,High,Yes,High
HCP00690,HCP_Name_690,Cardiology,Central,Low,Yes,Low
HCP00691,HCP_Name_691,General Practice,North,Low,Yes,Medium
HCP00692,HCP_Name_692,Neurology,West,Low,Yes,High
HCP00693,HCP_Name_693,Cardiology,South,Low,Yes,Low
HCP00694,HCP_Name_694,General Practice,West,Medium,Yes,Medium
HCP00695,HCP_Name_695,Pediatrics,Central,High,Yes,High
HCP00696,HCP_Name_696,Oncology,East,High,No,High
HCP00697,HCP_Name_697,Dermatology,North,Low,Yes,High
HCP00698,HCP_Name_698,Cardiology,East,Medium,No,Medium
HCP00699,HCP_Name_699,Oncology,Central,High,Yes,High
HCP00700,HCP_Name_700,General Practice,South,Medium,Yes,Medium
HCP00701,HCP_Name_701,General Practice,West,Medium,No,Medium
HCP00702,HCP_Name_702,Pediatrics,West,High,Yes,Low
HCP00703,HCP_Name_703,Oncology,West,Medium,No,Low
HCP00704,HCP_Name_704,Neurology,West,Low,Yes,Medium
HCP00705,HCP_Name_705,Cardiology,South,Low,Yes,High
HCP00706,HCP_Name_706,Cardiology,South,High,No,High
HCP00707,HCP_Name_707,Cardiology,West,Medium,Yes,Medium
HCP00708,HCP_Name_708,Cardiology,North,High,No,Low
HCP00709,HCP_Name_709,Oncology,Central,High,Yes,Medium
HCP00710,HCP_Name_710,Dermatology,East,Medium,No,Low
HCP00711,HCP_Name_711,Pediatrics,North,Low,Yes,Low
HCP00712,HCP_Name_712,Dermatology,Central,Medium,Yes,Low
HCP00713,HCP_Name_713,General Practice,North,High,Yes,Low
HCP00714,HCP_Name_714,Cardiology,North,Low,Yes,Medium
HCP00715,HCP_Name_715,Oncology,North,Low,No,Low
HCP00716,HCP_Name_716,General Practice,East,Low,Yes,Medium
HCP00717,HCP_Name_717,General Practice,East,Medium,Yes,Low
HCP00718,HCP_Name_718,Neurology,West,Medium,No,Medium
HCP00719,HCP_Name_719,General Practice,East,Medium,No,Medium
HCP00720,HCP_Name_720,Oncology,Central,High,No,Low
HCP00721,HCP_Name_721,Dermatology,Central,High,No,High
HCP00722,HCP_Name_722,Neurology,North,Medium,Yes,Low
HCP00723,HCP_Name_723,Neurology,East,High,No,Medium
HCP00724,HCP_Name_724,Oncology,North,Low,No,Low
HCP00725,HCP_Name_725,Dermatology,South,High,Yes,Low
HCP00726,HCP_Name_726,Oncology,Central,Low,Yes,Low
HCP00727,HCP_Name_727,Dermatology,North,High,Yes,Medium
HCP00728,HCP_Name_728,Cardiology,Central,Low,No,Low
HCP00729,HCP_Name_729,Pediatrics,North,Medium,Yes,Low
HCP00730,HCP_Name_730,Cardiology,Central,Medium,Yes,Medium
HCP00731,HCP_Name_731,Neurology,North,High,No,High
HCP00732,HCP_Name_732,General Practice,Central,Medium,Yes,High
HCP00733,HCP_Name_733,Cardiology,South,High,Yes,Low
HCP00734,HCP_Name_734,Dermatology,Central,Medium,No,High
HCP00735,HCP_Name_735,General Practice,East,Medium,Yes,High
HCP00736,HCP_Name_736,Pediatrics,North,Medium,No,Medium
HCP00737,HCP_Name_737,Cardiology,West,Low,No,High
HCP00738,HCP_Name_738,Cardiology,North,High,No,Medium
HCP00739,HCP_Name_739,Oncology,North,Medium,No,Low
HCP00740,HCP_Name_740,Pediatrics,South,Medium,No,Medium
HCP00741,HCP_Name_741,Neurology,Central,Medium,Yes,High
HCP00742,HCP_Name_742,Dermatology,North,High,Yes,Medium
HCP00743,HCP_Name_743,Dermatology,East,Low,No,Low
HCP00744,HCP_Name_744,Dermatology,North,Low,Yes,High
HCP00745,HCP_Name_745,Pediatrics,Central,High,Yes,High
HCP00746,HCP_Name_746,Pediatrics,North,Medium,Yes,High
HCP00747,HCP_Name_747,Cardiology,West,Low,No,Medium
HCP00748,HCP_Name_748,Neurology,North,Low,No,Low
HCP00749,HCP_Name_749,Pediatrics,East,Medium,Yes,High
HCP00750,HCP_Name_750,Neurology,West,High,Yes,High
HCP00751,HCP_Name_751,Pediatrics,North,Medium,No,High
HCP00752,HCP_Name_752,Neurology,East,Low,No,Medium
HCP00753,HCP_Name_753,General Practice,North,High,Yes,High
HCP00754,HCP_Name_754,Oncology,Central,High,Yes,Medium
HCP00755,HCP_Name_755,Oncology,North,Medium,No,High
HCP00756,HCP_Name_756,Cardiology,South,High,No,Medium
HCP00757,HCP_Name_757,Neurology,East,Low,No,High
HCP00758,HCP_Name_758,Cardiology,West,Medium,Yes,Low
HCP00759,HCP_Name_759,Neurology,North,High,No,Medium
HCP00760,HCP_Name_760,Neurology,North,High,Yes,High
HCP00761,HCP_Name_761,Oncology,North,Low,Yes,Low
HCP00762,HCP_Name_762,Dermatology,West,High,Yes,Low
HCP00763,HCP_Name_763,Cardiology,North,Low,Yes,Low
HCP00764,HCP_Name_764,Oncology,Central,High,No,Medium
HCP00765,HCP_Name_765,Dermatology,Central,High,Yes,Medium
HCP00766,HCP_Name_766,Dermatology,South,Medium,No,Medium
HCP00767,HCP_Name_767,Dermatology,North,Medium,No,High
HCP00768,HCP_Name_768,Pediatrics,Central,Medium,Yes,Low
HCP00769,HCP_Name_769,Oncology,West,High,No,Medium
HCP00770,HCP_Name_770,Dermatology,Central,Medium,No,High
HCP00771,HCP_Name_771,Dermatology,Central,Low,Yes,Medium
HCP00772,HCP_Name_772,Pediatrics,East,Low,No,High
HCP00773,HCP_Name_773,Pediatrics,North,High,Yes,Medium
HCP00774,HCP_Name_774,General Practice,West,Low,Yes,High
HCP00775,HCP_Name_775,General Practice,East,High,No,High
HCP00776,HCP_Name_776,Neurology,West,Low,No,Low
HCP00777,HCP_Name_777,Oncology,West,Medium,No,Low
HCP00778,HCP_Name_778,Cardiology,North,High,No,Medium
HCP00779,HCP_Name_779,Neurology,West,High,No,Low
HCP00780,HCP_Name_780,Neurology,South,Medium,No,Low
HCP00781,HCP_Name_781,General Practice,Central,High,Yes,High
HCP00782,HCP_Name_782,Neurology,Central,Low,Yes,Medium
HCP00783,HCP_Name_783,Dermatology,East,High,Yes,High
HCP00784,HCP_Name_784,General Practice,North,High,No,High
HCP00785,HCP_Name_785,General Practice,East,Low,Yes,High
HCP00786,HCP_Name_786,Neurology,East,High,No,High
HCP00787,HCP_Name_787,General Practice,East,High,No,High
HCP00788,HCP_Name_788,Oncology,South,Low,No,Low
HCP00789,HCP_Name_789,Oncology,East,Medium,Yes,Low
HCP00790,HCP_Name_790,General Practice,West,Medium,Yes,Low
HCP00791,HCP_Name_791,Neurology,North,High,Yes,High
HCP00792,HCP_Name_792,Dermatology,South,Medium,Yes,Medium
HCP00793,HCP_Name_793,Pediatrics,East,High,No,Low
HCP00794,HCP_Name_794,General Practice,Central,High,No,Low
HCP00795,HCP_Name_795,Neurology,Central,High,Yes,Low
HCP00796,HCP_Name_796,Dermatology,Central,Medium,No,Medium
HCP00797,HCP_Name_797,Dermatology,North,Low,Yes,High
HCP00798,HCP_Name_798,Dermatology,West,Medium,No,High
HCP00799,HCP_Name_799,Neurology,North,High,Yes,Medium
HCP00800,HCP_Name_800,Neurology,East,High,No,High
HCP00801,HCP_Name_801,Neurology,North,High,No,High
HCP00802,HCP_Name_802,General Practice,West,Medium,No,Low
HCP00803,HCP_Name_803,Oncology,East,Low,Yes,Low
HCP00804,HCP_Name_804,Neurology,East,High,Yes,High
HCP00805,HCP_Name_805,Pediatrics,Central,Low,No,High
HCP00806,HCP_Name_806,Cardiology,North,High,Yes,High
HCP00807,HCP_Name_807,Pediatrics,South,Medium,Yes,High
HCP00808,HCP_Name_808,General Practice,West,Medium,Yes,Medium
HCP00809,HCP_Name_809,Oncology,South,High,No,High
HCP00810,HCP_Name_810,Oncology,East,Medium,Yes,Medium
HCP00811,HCP_Name_811,Cardiology,West,Low,Yes,Low
HCP00812,HCP_Name_812,Pediatrics,South,Medium,No,Medium
HCP00813,HCP_Name_813,Neurology,South,Low,No,Low
HCP00814,HCP_Name_814,Cardiology,East,Low,No,Medium
HCP00815,HCP_Name_815,Cardiology,Central,High,No,Medium
HCP00816,HCP_Name_816,Cardiology,West,Medium,No,High
HCP00817,HCP_Name_817,Dermatology,South,Medium,Yes,Medium
HCP00818,HCP_Name_818,Pediatrics,South,High,Yes,High
HCP00819,HCP_Name_819,Neurology,East,Low,No,Low
HCP00820,HCP_Name_820,Pediatrics,South,Low,Yes,Medium
HCP00821,HCP_Name_821,Neurology,West,High,Yes,High
HCP00822,HCP_Name_822,Dermatology,West,High,No,High
HCP00823,HCP_Name_823,Dermatology,West,Low,Yes,High
HCP00824,HCP_Name_824,Pediatrics,West,Low,No,Low
HCP00825,HCP_Name_825,General Practice,West,Low,No,High
HCP00826,HCP_Name_826,Dermatology,West,Low,No,Medium
HCP00827,HCP_Name_827,General Practice,South,Low,No,Low
HCP00828,HCP_Name_828,Pediatrics,East,High,No,Medium
HCP00829,HCP_Name_829,Cardiology,South,Medium,Yes,Low
HCP00830,HCP_Name_830,Neurology,East,High,No,High
HCP00831,HCP_Name_831,Cardiology,South,High,No,High
HCP00832,HCP_Name_832,Pediatrics,North,Medium,Yes,Low
HCP00833,HCP_Name_833,Oncology,East,High,Yes,High
HCP00834,HCP_Name_834,Neurology,South,High,Yes,Low
HCP00835,HCP_Name_835,Cardiology,East,Medium,Yes,Low
HCP00836,HCP_Name_836,General Practice,South,Medium,Yes,High
